COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA
DATOS DISPONIBLES EN LA BASE DE DATOS A: MARZO DE 2024; CON LA INFORMACIÓN SUMINISTRADA POR LAS OFICINAS REGIONALES 

 ESTACIÓN  : 26024 
 NOMBRE    : PRESA ADOLFO RUIZ CORTINEZ -CORTINA- 
 ESTADO    : SONORA 
 MUNICIPIO : ÁLAMOS 
 SITUACIÓN : OPERANDO 
 CVE-OMM   :   
 LATITUD   : 27.24888889 ° 
 LONGITUD  : -109.0583333 ° 
 ALTITUD   : 144 msnm 

EMISIÓN   : 22/03/2024



FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
1955-07-22	0	NULO	36.3	NULO
1988-12-14	0	3.45	26.5	12.5
1988-12-15	0	3.12	25	12
1988-12-16	0	4.78	29	12
1988-12-17	0	4.82	31	11.5
1988-12-18	0	5.19	29.5	13
1988-12-19	0	4.81	25.5	15.5
1988-12-20	0	3.65	25	12.5
1988-12-21	0	5.25	26	10
1988-12-22	0	4.35	26.5	10
1988-12-23	0	4.95	27.5	10
1988-12-24	0	5.75	28	10
1988-12-25	0	3.25	27.5	10.5
1988-12-26	0	3.45	18.5	11
1988-12-27	0	3.5	21	10.5
1988-12-28	0	5.1	21.5	5.5
1988-12-29	0	4.3	20	6
1988-12-30	0	4.2	20.5	5.5
1988-12-31	0	3.95	23	5.5
1989-01-01	0.5	2.15	19	6.5
1989-01-02	26	0.7	18	10
1989-01-03	4.5	0.5	20	3.5
1989-01-04	0.5	0.9	22.5	15.5
1989-01-05	0	3.85	24.5	15.5
1989-01-06	0	2.85	21.5	11.5
1989-01-07	0	2.9	20.5	11
1989-01-08	0	2.2	19	12
1989-01-09	0	4.25	23	10
1989-01-10	0	4.2	25	9
1989-01-11	0	3.45	26	9.5
1989-01-12	0	5.65	20.5	8.5
1989-01-13	0	3.05	17.5	4
1989-01-14	0	4	25.5	5.5
1989-01-15	0	3.55	23	6
1989-01-16	0	5.05	27	9
1989-01-17	0	3.6	25	9.5
1989-01-18	0	4.5	26	9.5
1989-01-19	0	4.85	28	9.5
1989-01-20	0	5.2	28.5	9.5
1989-01-21	0	6.2	27.5	11
1989-01-22	0	3.9	29	16
1989-01-23	0	5.35	26	12.5
1989-01-24	0	6.15	26	11.5
1989-01-25	0	3.85	24	10.5
1989-01-26	0	4.35	21	9.5
1989-01-27	0	4.15	22	8.5
1989-01-28	0	4.45	23.5	8
1989-01-29	0	5.1	24	7.5
1989-01-30	0	3.3	24.5	8
1989-01-31	0	3	26	10
1989-02-01	41	3.65	18	15
1989-02-02	0	3.1	22.5	12
1989-02-03	0	4.7	26.5	13
1989-02-04	0	5.3	28.5	12
1989-02-05	0	5.3	27	13
1989-02-06	0	4.1	25	11.5
1989-02-07	0	3.4	24	11
1989-02-08	0	3.7	25.5	11
1989-02-09	0	4.6	28	12
1989-02-10	0	5	30.5	14
1989-02-11	0	4.8	33	14
1989-02-12	0	6.5	29	15
1989-02-13	0	2.75	22.5	15.5
1989-02-14	0	1.6	16	13
1989-02-15	0	2.45	23	13.5
1989-02-16	0	4.95	27	12.5
1989-02-17	0	5.1	29.5	13
1989-02-18	0	4.4	29.5	13
1989-02-19	0	6.5	27	14
1989-02-20	0	6.8	26	12
1989-02-21	0	6.95	30	12
1989-02-22	0	6.9	34	12
1989-02-23	0	7.9	33.5	13.5
1989-02-24	0	6.6	33.5	14
1989-02-25	0	8	34	15
1989-02-26	0	7.4	34	15
1989-02-27	0	6.45	32	15.5
1989-02-28	0	6.45	31	15.5
1989-03-01	0	6.1	30	15.5
1989-03-02	0	6.1	29	15
1989-03-03	0	6.6	27.5	14.5
1989-03-04	0	6.7	24.5	12
1989-03-05	0	7.4	26.5	11
1989-03-06	0	7.5	30.5	11
1989-03-07	0	7.8	30	11
1989-03-08	0	6.65	29.5	13.5
1989-03-09	0	7.35	31.5	14.5
1989-03-10	0	7.95	35	15.5
1989-03-11	0	7.85	36.5	16
1989-03-12	0	8.05	32	17.5
1989-03-13	0	7.65	32	16.5
1989-03-14	0	6.4	31.5	13
1989-03-15	0	5.8	29	15
1989-03-16	0	5.75	30	16.5
1989-03-17	0	5.35	28.5	16
1989-03-18	0	6.7	31	17
1989-03-19	0	8.75	33	15
1989-03-20	0	9.45	32.5	15
1989-03-21	0	9.1	31.5	14.5
1989-03-22	0	9.1	31.5	15.5
1989-03-23	0	7.05	31.5	16
1989-03-24	0	9.4	31	15
1989-03-25	0	9.35	31	14
1989-03-26	10	7.85	28.5	14
1989-03-27	4	5.2	22	13
1989-03-28	0	5.75	26	10.5
1989-03-29	0	8.7	31.5	11.5
1989-03-30	0	8.8	34	14
1989-03-31	0	9.15	33.5	15.5
1989-04-01	0	9.55	34	16
1989-04-02	0	9.15	34.5	16
1989-04-03	0	10.65	34.5	16
1989-04-04	0	10.8	36.5	16
1989-04-05	0	11.45	40	17
1989-04-06	0	12.25	39	18.5
1989-04-07	0	11.3	39	20
1989-04-08	0	12.45	37.5	19
1989-04-09	0	10.35	36.5	18
1989-04-10	0	10.8	37	19
1989-04-11	0	8.45	34	18.5
1989-04-12	0	10.3	34	16
1989-04-13	0	10.6	33.5	16
1989-04-14	0	10.05	33.5	15.5
1989-04-15	0	11.55	35.5	15.5
1989-04-16	0	10.45	34.5	18
1989-04-17	0	10.9	35	16.5
1989-04-18	0	11.15	36.5	17
1989-04-19	0	11.75	37	19.5
1989-04-20	0	12.2	38	20
1989-04-21	0	12.5	40	21
1989-04-22	0	10.8	36.5	22
1989-04-23	0	12.95	35	18.5
1989-04-24	0	10.15	35	16.5
1989-04-25	0	11.25	35	16.5
1989-04-26	0	11.3	35	16.5
1989-04-27	0	10.4	32.5	16
1989-04-28	0	10.3	33.5	10
1989-04-29	0	11.95	34.5	10.5
1989-04-30	0	11	35.5	15.5
1989-05-01	0	12.15	37.5	17.5
1989-05-02	0	12.25	35	18.5
1989-05-03	0	11.5	37	17.5
1989-05-04	0	11	36.5	18
1989-05-05	0	12.05	37.5	18
1989-05-06	0	12.35	38.5	18.5
1989-05-07	0	13.45	39	20
1989-05-08	0	13.55	39	24.5
1989-05-09	0	10.7	38	24.5
1989-05-10	0	12.95	36.5	20.5
1989-05-11	0	12.1	34.5	19
1989-05-12	0	10.2	33	16
1989-05-13	0	11.5	33.5	10.5
1989-05-14	0	11.3	34.5	11
1989-05-15	0	8.2	31	17
1989-05-16	0	10.2	28.5	16
1989-05-17	0	9.5	32	15.5
1989-05-18	0	11.8	37.5	15.5
1989-05-19	0	13	39.5	18
1989-05-20	0	NULO	40.5	20
1989-05-21	0	12.85	39.5	20
1989-05-22	0	13	40	21
1989-05-23	0	9.6	37.5	21.5
1989-05-24	0	11.25	38	21
1989-05-25	0	11.3	37.5	21.5
1989-05-26	0	10.6	36	20.5
1989-05-27	0	9.2	36	21
1989-05-28	0	8.9	36.5	23
1989-05-29	0	10.6	36.5	22
1989-05-30	0	11.3	37.5	20.5
1989-05-31	0	10.9	38.5	21
1989-06-01	0	14	38	20.5
1989-06-02	0	13.35	38.5	20
1989-06-03	0	13.35	38	19.5
1989-06-04	0	12.1	37	20
1989-06-05	0	13.3	37.5	19
1989-06-06	0	13.75	39.5	21
1989-06-07	0	13.6	38.5	20.5
1989-06-08	0	13.3	39	21
1989-06-09	0	12.4	38	21
1989-06-10	0	12.7	38.5	21
1989-06-11	0	12.85	38	21
1989-06-12	0	13.7	38	21
1989-06-13	0	12.35	37.5	21
1989-06-14	0	12.25	37.5	21
1989-06-15	0	12.35	37	23
1989-06-16	0	13	39.5	23
1989-06-17	0	12.9	39.5	25
1989-06-18	0	13.7	40	25
1989-06-19	0	13.8	40.5	25
1989-06-20	0	13	40	25
1989-06-21	0	14.05	41	25.5
1989-06-22	0	13.6	40	26
1989-06-23	0	13.45	37	25.5
1989-06-24	0	10.5	37	25.5
1989-06-25	1.5	9.65	36	25
1989-06-26	0	10.4	37.5	23
1989-06-27	0	9.65	37.5	25
1989-06-28	0	12.1	37.5	25
1989-06-29	0	11.6	40	25
1989-06-30	0	11.3	39.5	25.5
1989-07-01	0	10.8	39.5	27
1989-07-02	0	12.05	38.5	26.5
1989-07-03	0	12.9	38.5	27
1989-07-04	8	12.8	39.5	27.5
1989-07-05	0	9.9	37	23
1989-07-06	7	11.95	39	25
1989-07-07	11	12.05	38	22
1989-07-08	0	8.3	36.5	21
1989-07-09	0	10.2	37.5	22
1989-07-10	0	11.8	38	24
1989-07-11	1	10.2	37.5	26
1989-07-12	0	11.65	39.5	26
1989-07-13	24	13.35	39.5	26
1989-07-14	3	7.5	36	23.5
1989-07-15	3	7.8	37.5	23.5
1989-07-16	0	8.7	36	23
1989-07-17	0	11.05	40	23
1989-07-18	6	11.8	38.5	25.5
1989-07-19	0	9.9	39	22.5
1989-07-20	0	9.8	37.5	26
1989-07-21	1	7.7	37	25.5
1989-07-22	0	5.65	35	24
1989-07-23	0	8.15	37.5	24.5
1989-07-24	4	6.7	38.5	24
1989-07-25	0	6.7	36	24
1989-07-26	30.5	9.85	35.5	24
1989-07-27	0	9.5	34	22
1989-07-28	12.5	7.45	37	23
1989-07-29	0	9.65	38	23.5
1989-07-30	10	8.2	39.5	24
1989-07-31	7	8.7	39	23
1989-08-01	1	6.5	34.5	23
1989-08-02	0	6.3	34	23
1989-08-03	2	5.7	34.5	23
1989-08-04	21	2.65	30	23
1989-08-05	0	6.4	34	22
1989-08-06	0	5.25	35	23.5
1989-08-07	4	4.8	33	25
1989-08-08	17	6.65	34	23
1989-08-09	14.5	6.35	30.5	23.5
1989-08-10	0	4.3	33.5	23
1989-08-11	3	7.4	35	24
1989-08-12	0	5.7	34	23
1989-08-13	5	4.5	34	24
1989-08-14	35	8.25	34	23
1989-08-15	0	5.75	33.5	23
1989-08-16	23	7	34	24
1989-08-17	0	4.25	30	20.5
1989-08-18	0	6.05	35.5	22
1989-08-19	0	6.8	31	23.5
1989-08-20	1	6.05	32	24
1989-08-21	0	6.35	34.5	23.5
1989-08-22	24	7.95	34.5	23.5
1989-08-23	6	5.65	35	21
1989-08-24	0	7.2	33	20
1989-08-25	0	7.85	33.5	23
1989-08-26	1.5	5.4	33	23.5
1989-08-27	0	2.55	33	23.5
1989-08-28	0.5	7.05	35.5	24.5
1989-08-29	0	6.1	35.5	24
1989-08-30	6	3.45	31	24
1989-08-31	0	7.45	35	23
1989-09-01	1	7.2	34	24
1989-09-02	0	6.95	35.5	24.5
1989-09-03	0	8.6	36.5	24
1989-09-04	5	10.9	37	24
1989-09-05	0	7.8	34	23
1989-09-06	0	6.35	35	24
1989-09-07	14	5.9	34	26
1989-09-08	0	7.05	34	23
1989-09-09	0	5.95	34.5	23.5
1989-09-10	0	5.85	35	26
1989-09-11	0	8.15	36	26
1989-09-12	21	2.85	31	25
1989-09-13	0	4.8	34	24
1989-09-14	18	8.15	33.5	24
1989-09-15	13	7.95	34.5	19
1989-09-16	0	6.7	33.5	21
1989-09-17	0	7.25	33	23
1989-09-18	0	8.55	36	24
1989-09-19	0	6.95	34	24
1989-09-20	0	9.25	36.5	24.5
1989-09-21	0	8.35	39.5	24.5
1989-09-22	0	8.85	37	24
1989-09-23	0	8.8	37	25
1989-09-24	0	9.9	36	24
1989-09-25	0	9.3	35	22
1989-09-26	0	8.6	38	22
1989-09-27	0	11.5	36	21
1989-09-28	0	8.3	37	19
1989-09-29	0	9.85	36.5	19.5
1989-09-30	0	8.55	38	19.5
1989-10-01	0	9.3	36	20.5
1989-10-02	0	7.9	36.5	20.5
1989-10-03	0	6.7	35.5	22.5
1989-10-04	10	3.7	32	23
1989-10-05	1	4.7	31.5	22
1989-10-06	0	7	34.5	22
1989-10-07	0	7.4	36	22
1989-10-08	0	8.85	37.5	21
1989-10-09	0	8.9	37	21.5
1989-10-10	0	8.5	37	20.5
1989-10-11	0	8.05	37	21
1989-10-12	0	8.95	38	22
1989-10-13	0	8.05	37.5	21
1989-10-14	0	8.7	36.5	21.5
1989-10-15	0	8.45	35	20
1989-10-16	0	8.2	34.5	20
1989-10-17	0	5.8	33.5	20
1989-10-18	0	7.1	34.5	20.5
1989-10-19	0	7.4	36	20
1989-10-20	2	5.7	34	22
1989-10-21	0	8.1	34.5	21
1989-10-22	0	8.65	35	21.5
1989-10-23	0	10	37	21
1989-10-24	0	8.25	35	21
1989-10-25	0	7.3	35	20
1989-10-26	0	7.55	33.5	19.5
1989-10-27	0	7.45	33.5	19
1989-10-28	0	7.05	33.5	18
1989-10-29	0	7.85	32	18
1989-10-30	0	8.6	32	17
1989-10-31	0	6.4	31	18
1989-11-01	0	7.3	32	16.5
1989-11-02	0	8	33.5	17
1989-11-03	0	6.85	31.5	17.5
1989-11-04	0	6.6	31	17
1989-11-05	0	6.6	30.5	17
1989-11-06	0	6.75	32.5	17.5
1989-11-07	0	7.55	32	17
1989-11-08	0	7.1	31.5	17
1989-11-09	0	7.3	33.5	16
1989-11-10	0	6.45	33.5	15.5
1989-11-11	0	5.65	30.5	16
1989-11-12	0	8.3	32.5	17
1989-11-13	0	3.7	32	17
1989-11-14	0	5.55	31.5	17
1989-11-15	0	6.35	34	17
1989-11-16	0	3.75	33	18
1989-11-17	0	5.6	29	17
1989-11-18	0	4.9	29.5	18
1989-11-19	5	3.9	30	17
1989-11-20	0	1.35	23.5	17.5
1989-11-21	0	4.3	28	19
1989-11-22	0	5.2	30	15.5
1989-11-23	0	5.05	31	15.5
1989-11-24	0	3.25	26	16
1989-11-25	0	2.25	28.5	15.5
1989-11-26	0	4.5	28	16
1989-11-27	0	5.05	28	15
1989-11-28	0	3.5	28	16
1989-11-29	0	2.9	21.5	15
1989-11-30	0	5.6	26	13
1989-12-01	0	5.1	26.5	13
1989-12-02	0	6.95	29.5	11
1989-12-03	0	9.1	28	13
1989-12-04	0	7.2	28.5	18.5
1989-12-05	0	5.4	27.5	14
1989-12-06	0	5.3	28	13
1989-12-07	0	5.5	28.5	12
1989-12-08	0	7.5	29	12.5
1989-12-09	0	5	30	11
1989-12-10	0	5.8	29.5	12
1989-12-11	0	5.9	27	10.5
1989-12-12	0	5.15	25	10
1989-12-13	0	5.55	26.5	8
1989-12-14	0	4.35	25.5	9.5
1989-12-15	0	5.1	27	10.5
1989-12-16	12	1.15	21	10.5
1989-12-17	14	1.6	21	11.5
1989-12-18	1	1.4	20	12
1989-12-19	0	1.6	24	12.5
1989-12-20	0	3.35	24.5	12.5
1989-12-21	0	3.45	24.5	13
1989-12-22	0	3.05	25	12.5
1989-12-23	0	3.25	25.5	12.5
1989-12-24	0	5.4	29.5	13
1989-12-25	0	5.1	28	13
1989-12-26	0	2.2	23	13.5
1989-12-27	0	2.45	22	14.5
1989-12-28	1	2.4	25.5	14
1989-12-29	0	3.65	22	13.5
1989-12-30	11	1.8	18	13
1989-12-31	0	1.7	20.5	10.5
1990-01-01	0	3.2	24.5	10.5
1990-01-02	0	3.6	24	10.5
1990-01-03	0	4.9	23.5	11
1990-01-04	0	2	16	11
1990-01-05	0	2.5	20.5	10
1990-01-06	0	3.15	19	7.5
1990-01-07	0	3.85	23.5	8
1990-01-08	0	5.65	22	8.5
1990-01-09	0	6	29	8
1990-01-10	0	5.65	31	10
1990-01-11	0	5.65	29.5	11.5
1990-01-12	0	4.9	29	13
1990-01-13	0	4.45	28	11.5
1990-01-14	0	4.95	27.5	11
1990-01-15	0	3.9	26.5	11
1990-01-16	0	4.5	23.5	10
1990-01-17	0	4.4	24	9
1990-01-18	0	3.5	21	7.5
1990-01-19	0	1.7	18	7.5
1990-01-20	0	4.75	23.5	6
1990-01-21	0	4.45	27	6
1990-01-22	0	4.7	29	9
1990-01-23	0	3.8	26	13
1990-01-24	0	5.85	29.5	15.5
1990-01-25	0	7.8	32	13
1990-01-26	0	7	31.5	12.5
1990-01-27	0	4.95	29	13
1990-01-28	0	10.8	29.5	12
1990-01-29	0	6.1	29	12
1990-01-30	0	5.95	29	11
1990-01-31	14	3.65	20.5	13
1990-02-01	0	3.15	19	10.5
1990-02-02	0	4.15	21	9
1990-02-03	0	4.2	25	7.5
1990-02-04	0	5.5	26.5	7.5
1990-02-05	0	6	25	9.5
1990-02-06	0	4.85	26	8.5
1990-02-07	0	4.15	26	8.5
1990-02-08	0	4.3	23	13
1990-02-09	0	5	24	9.5
1990-02-10	0	5	29	10
1990-02-11	0	6.15	32	10
1990-02-12	0	4.2	30	10.5
1990-02-13	12	4.8	28	12.5
1990-02-14	21	1.75	16.5	12
1990-02-15	0	4.25	19	10.5
1990-02-16	0	4.85	22.5	7
1990-02-17	0	4.7	24	7
1990-02-18	0	6.1	24	9.5
1990-02-19	0	5.7	25	10
1990-02-20	0	4.9	24	10
1990-02-21	0	6.5	26	8.5
1990-02-22	0	6.3	28	8.5
1990-02-23	0	6.65	32.5	10
1990-02-24	0	6.95	33	9.5
1990-02-25	0	5.95	29.5	12
1990-02-26	0	4.85	29.5	13
1990-02-27	0	6.15	28.5	14
1990-02-28	0	6.4	29	14.5
1990-03-01	0	4.3	29	13
1990-03-02	0	5.6	31.5	12
1990-03-03	0	6.4	32	12.5
1990-03-04	0	8.2	31.5	13.5
1990-03-05	0	6.45	31	13.5
1990-03-06	0	7.15	28	13.5
1990-03-07	0	7.1	30	13
1990-03-08	0	6.75	29.5	14
1990-03-09	6	3.45	27	13.5
1990-03-10	14	3.85	18	13.5
1990-03-11	0	5.4	24.5	10
1990-03-12	0	5.45	26	10
1990-03-13	0	5.25	25	10.5
1990-03-14	0	6	24.5	9
1990-03-15	0	6.9	27.5	7.5
1990-03-16	0	7.3	26	9
1990-03-17	0	7.9	32.5	10.5
1990-03-18	0	7.5	31	11.5
1990-03-19	0	7.9	33.5	13
1990-03-20	0	10.15	36	14
1990-03-21	0	8.9	34	15
1990-03-22	0	9.2	34	15
1990-03-23	0	8.9	34	15
1990-03-24	0	8.75	33.5	14
1990-03-25	0	8.6	34	14
1990-03-26	0	5.8	30.5	15
1990-03-27	0	8.3	33	15.5
1990-03-28	0.5	4.3	28.5	16.5
1990-03-29	0	7	27	13
1990-03-30	0	7.05	27.5	10.5
1990-03-31	0	6.25	29	10.5
1990-04-01	0	4	26	13
1990-04-02	0	7.5	29.5	13.5
1990-04-03	0	6.5	29.5	14.5
1990-04-04	0	8.65	33	15
1990-04-05	0	8.95	30.5	15
1990-04-06	0	8.7	31.5	14.5
1990-04-07	0	7.95	32	14
1990-04-08	0	9.35	33.5	15
1990-04-09	0	9.5	34.5	14.5
1990-04-10	0	10.85	35.5	15
1990-04-11	0	11.65	37	15
1990-04-12	0	11.45	35.5	15.5
1990-04-13	0	10.7	36.5	15
1990-04-14	0	12.05	38	15
1990-04-15	0	11.95	38.5	15.5
1990-04-16	0	11.05	36.5	16.5
1990-04-17	0	11.8	36.5	17.5
1990-04-18	0	10.5	34.5	19
1990-04-19	0	10.5	33.5	16
1990-04-20	0	10.75	35	14
1990-04-21	0	11.5	36	14.5
1990-04-22	0	10.25	35.5	15
1990-04-23	0	11.6	33.5	15
1990-04-24	0	11.45	32	16.5
1990-04-25	0	9.9	30.5	17
1990-04-26	0	10.3	33	16
1990-04-27	0	11.2	36	17
1990-04-28	0	11.65	37.5	17.5
1990-04-29	0	12.4	37	16.5
1990-04-30	0	12.1	36	17.5
1990-05-01	0	10.65	33	16
1990-05-02	0	10.55	30	16
1990-05-03	0	11.25	34	14
1990-05-04	0	11.8	35	15
1990-05-05	0	11.2	35	16.5
1990-05-06	0	11.35	34	17
1990-05-07	0	11	34	17
1990-05-08	0	11.7	36	17.5
1990-05-09	0	11.75	37	19
1990-05-10	0	12.15	36.5	19
1990-05-11	0	13.8	35	20.5
1990-05-12	0	12.2	36.5	19
1990-05-13	0	11.55	37.5	20
1990-05-14	0	12.25	38	22.5
1990-05-15	0	11.55	37	23
1990-05-16	0	11.65	38.5	20
1990-05-17	0	10.5	35.5	20
1990-05-18	0	11.7	39	19
1990-05-19	0	11.2	38	20
1990-05-20	0	13.6	37	19
1990-05-21	0	13.1	39	17
1990-05-22	0	13.1	40.5	18
1990-05-23	0	13.7	40	20.5
1990-05-24	0	12.9	40	20
1990-05-25	0	12	39	21
1990-05-26	0	13.85	39	21
1990-05-27	0	13.5	39	19
1990-05-28	0	13.6	37.5	18.5
1990-05-29	0	13.1	35	19
1990-05-30	0	10.5	36	18.5
1990-05-31	0	12.25	37	19
1990-06-01	0	13.55	39	19.5
1990-06-02	0	13.05	39	20.5
1990-06-03	0	11.9	38.5	21.5
1990-06-04	0	13.55	40	22.5
1990-06-05	0	11.35	39.5	24
1990-06-06	7	11.7	39	25
1990-06-07	0	10.55	39	23
1990-06-08	0	11.15	37.5	26
1990-06-09	0	11.95	38.5	24
1990-06-10	0	12.75	39.5	24.5
1990-06-11	0	8.2	40	25
1990-06-12	0	12.4	39.5	26
1990-06-13	0	14.75	40.5	26
1990-06-14	0	13	39	26
1990-06-15	0	13.45	40	27
1990-06-16	0	NULO	41	24.5
1990-06-17	0	13.85	40.5	24.5
1990-06-18	0	NULO	42	25.5
1990-06-19	0	14.5	41.5	26
1990-06-20	0	13.95	40.5	26
1990-06-21	0	13.15	41	27
1990-06-22	0	11.4	40.5	28
1990-06-23	0	12.1	39.5	25
1990-06-24	0	12.7	40.5	27
1990-06-25	0	14	42	27
1990-06-26	0	13.5	41	28
1990-06-27	0	13.7	41	28.5
1990-06-28	65	9.2	37.5	28.5
1990-06-29	0	9.2	35.5	21
1990-06-30	0	9.2	38	23
1990-07-01	18	7	37.5	23
1990-07-02	5	5.95	34	21
1990-07-03	2	8.3	36	23.5
1990-07-04	0	10.45	38	25
1990-07-05	3	5.15	34	24
1990-07-06	2.5	8.05	35	24
1990-07-07	33	5.1	34	23
1990-07-08	0	6.3	33.5	22
1990-07-09	61	4.7	35	23.5
1990-07-10	0	7	34	21.5
1990-07-11	0	6.5	35.5	23
1990-07-12	0	5.7	34.5	25
1990-07-13	1	9.2	36	24
1990-07-14	2	4	32	24
1990-07-15	9	3	32.5	24
1990-07-16	0	5.2	34.5	23
1990-07-17	12	5.9	35	23.5
1990-07-18	3	6.75	33	22
1990-07-19	16	5.55	34	23.5
1990-07-20	2	7.1	34	22.5
1990-07-21	0	6	33	23
1990-07-22	5	3.75	33	23
1990-07-23	2	5.75	32.5	22
1990-07-24	1	4.25	33.5	23
1990-07-25	0	6.15	33	25.5
1990-07-26	0	8.15	35.5	23
1990-07-27	18	2.85	30	23.5
1990-07-28	0	3.3	31	22
1990-07-29	20	7	33.5	23
1990-07-30	2	3.75	33.5	22
1990-07-31	2	3.6	30.5	23
1990-08-01	0	7.25	32	23
1990-08-02	0	11.2	34	24
1990-08-03	0	8.15	34.5	23
1990-08-04	0	9.05	36	23.5
1990-08-05	0	5.65	33	24.5
1990-08-06	0	9	34	24
1990-08-07	0	8.7	36	24
1990-08-08	0	11.4	36	25
1990-08-09	0	6.55	35	25
1990-08-10	15	6.2	34	24.5
1990-08-11	1	1.85	37	22
1990-08-12	2	5.25	32	24
1990-08-13	26	4.85	28	23
1990-08-14	0	4	31	22
1990-08-15	0	6.95	33	23
1990-08-16	0	7.2	34	22
1990-08-17	0	8.15	34.5	23.5
1990-08-18	0	8.15	35	24.5
1990-08-19	0	8.9	36	24
1990-08-20	0	9.05	35.5	24
1990-08-21	0	9.3	38	23
1990-08-22	0	10.65	38.5	24
1990-08-23	0	10.65	38.5	23
1990-08-24	0	9.8	36	23
1990-08-25	2	6.6	33.5	24
1990-08-26	0	8.55	35	24
1990-08-27	2.5	9.7	33	24.5
1990-08-28	0	8.65	35.5	22
1990-08-29	8	8.8	36	23
1990-08-30	0	6.75	34.5	23
1990-08-31	35	9.7	36	24.5
1990-09-01	0	5.85	31.5	22
1990-09-02	0	6.85	33.5	24
1990-09-03	0	8.3	34	24
1990-09-04	12	7.8	35	23.5
1990-09-05	2	7	34	21
1990-09-06	0	7	34.5	23.5
1990-09-07	0	8.3	37	23.5
1990-09-08	1	8.15	36.5	25.5
1990-09-09	1	6.65	34.5	23.5
1990-09-10	0	5.6	33.5	24
1990-09-11	18	6.25	34.5	24.5
1990-09-12	34	4.55	32	21.5
1990-09-13	31	8.5	31.5	22
1990-09-14	4	6.7	31.5	21
1990-09-15	0	5.25	31.5	22
1990-09-16	0	7.1	32.5	22
1990-09-17	0	5.85	35.5	23
1990-09-18	0	6.45	34.5	23.5
1990-09-19	0	6.9	33.5	24.5
1990-09-20	0	6.15	33	24
1990-09-21	5	5.05	30	23.5
1990-09-22	0	2.15	29.5	23
1990-09-23	0	6.3	34.5	23
1990-09-24	0	6.6	34	23.5
1990-09-25	0	5.9	34.5	25
1990-09-26	0	8.05	35.5	24.5
1990-09-27	0	7.85	35	24
1990-09-28	0	8.05	36.5	22
1990-09-29	0	6.6	33.5	22
1990-09-30	15	5.75	34.5	22
1990-10-01	19	1.5	29	22
1990-10-02	10	2	26	21
1990-10-03	0	5.9	30.5	20
1990-10-04	0	5.9	33	20.5
1990-10-05	0	3.1	28.5	21
1990-10-06	0	5.6	34	23
1990-10-07	0	5.9	34	22
1990-10-08	0	5.5	33	23
1990-10-09	0	7.35	34.5	22
1990-10-10	0	6.4	34	23
1990-10-11	0	6	34	22
1990-10-12	0	7	32	22.5
1990-10-13	0	7.05	33.5	21
1990-10-14	0	6.4	31	20.5
1990-10-15	0	6.2	32.5	21.5
1990-10-16	0	5.25	32.5	22
1990-10-17	0	6	32.5	21.5
1990-10-18	0	6.2	35	21
1990-10-19	0	6.45	34	21.5
1990-10-20	0	4.65	31.5	21
1990-10-21	0	6.05	32.5	21.5
1990-10-22	0	7.65	33	20.5
1990-10-23	0	5.95	33.5	20.5
1990-10-24	0	6.55	34	20
1990-10-25	0	8.55	36.5	20
1990-10-26	0	8	35.5	21.5
1990-10-27	0	6.45	35	21
1990-10-28	0	7.8	36.5	20.5
1990-10-29	0	7.7	34.5	22
1990-10-30	0	5.7	33	21
1990-10-31	0	6.6	34	21
1990-11-01	5	1.6	24	21
1990-11-02	7	2.35	26.5	20
1990-11-03	0	5.75	26	18
1990-11-04	0	5.15	28	14
1990-11-05	0	5.15	30	14
1990-11-06	0	4.35	33.5	17
1990-11-07	0	6.5	27	17
1990-11-08	0	5.1	24	13
1990-11-09	0	5.55	31	13
1990-11-10	0	5.25	32	13.5
1990-11-11	0	5.3	33	17
1990-11-12	0	5.45	33	17.5
1990-11-13	0	6.1	34.5	17
1990-11-14	0	5.6	32	18
1990-11-15	0	5.5	33	18
1990-11-16	0	6.3	30	17.5
1990-11-17	0	6.9	35	17
1990-11-18	0	4.95	33	17.5
1990-11-19	0	6.45	32.5	17
1990-11-20	2	3.2	27	17
1990-11-21	0.5	2.55	25	18.5
1990-11-22	0	1.4	23	17.5
1990-11-23	0.5	1	25	19
1990-11-24	0.5	1.5	27	18.5
1990-11-25	9	2.35	23	18
1990-11-26	7	3.3	26	18.5
1990-11-27	0	3.3	25	15
1990-11-28	0	3.45	28	14.5
1990-11-29	0	4.4	31.5	15
1990-11-30	0	4.95	29.5	15
1990-12-01	0	4.2	29.5	16.5
1990-12-02	0	3.85	27	15
1990-12-03	0	3.5	29	15
1990-12-04	0	5.15	29	13
1990-12-05	0	4.65	29	14.5
1990-12-06	0	4.45	28	14
1990-12-07	0	6.9	29.5	15
1990-12-08	0	5.8	28.5	13.5
1990-12-09	0	5	30	13.5
1990-12-10	0	4.1	28	15
1990-12-11	0	4.05	29	16
1990-12-12	0	4.25	29	16
1990-12-13	0	2	25	16.5
1990-12-14	0	4.75	28.5	16
1990-12-15	33.5	3.35	20	15.5
1990-12-16	67	0.5	19.5	16.5
1990-12-17	0	3.95	20	15
1990-12-18	0	3.15	21	11.5
